id,name,original_language,rating,rating_votes,release_freq,activity_all_time_rank,activity_month_rank,activity_week_rank,on_reading_lists,reading_list_all_time_rank,reading_list_month_rank
5,Coiling Dragon,chinese,4.5,1827,2000,817,3688,3389,12724,111,12389
10,Martial God Asura,chinese,3.3,2015,0.7,13,169,139,15177,57,219
14,Against the Gods,chinese,3.9,3508,3.1,4,228,1027,22481,12,788
15,I Shall Seal the Heavens,chinese,4.4,3081,608.5,9,4884,3230,19106,25,363
16,Battle Through the Heavens,chinese,3.8,1228,5.4,100,1180,4519,12041,126,106
19,Virtual World: The Legendary Thief,chinese,3.5,171,123.3,3566,2000,2000,2581,2462,7616
30,Inch of Radiance,chinese,3.8,102,142.3,5535,2000,2000,1350,4350,5550
31,Close Combat Mage,chinese,2.7,654,43.3,911,6213,2000,5179,977,6283
32,Konjiki no Moji Tsukai (WN),japanese,3.9,806,76.5,201,875,858,16751,41,322
33,Spirit Migration,japanese,4.1,205,129.7,1643,2000,3615,5174,979,706
34,Tsuyokute New Saga (WN),japanese,4.4,128,162.2,4314,2000,2000,3336,1823,2521
35,Swallowed Star,chinese,4.2,996,1365,37,6151,5639,12090,125,3819
36,Assassin Landlord & Beauty Tenants,chinese,3.8,106,147.6,4044,2000,2000,1921,3267,9534
38,Stellar Transformation,chinese,4.2,1209,138.7,1049,6214,5067,11899,131,172
42,"Magic, Mechanics, Shuraba",chinese,3.9,88,146.3,5495,2000,2000,2068,3071,2912
130,Skyfire Avenue,chinese,4,568,1.3,244,2000,2000,7177,532,1016
133,Mad God,chinese,3.8,188,147.3,3859,2000,2000,2907,2175,2951
136,Shen Yin Wang Zuo,chinese,4,733,303.7,253,2000,5639,9371,270,843
138,No Hero,chinese,3.9,97,45,4187,6187,6928,1472,4109,7727
140,B Group no Shounen,japanese,4.1,129,164.9,4334,2000,2000,2069,3064,12389
142,An Otome Game’s Burikko Villainess Turned into a Magic Otaku,japanese,4,387,162.1,1393,3948,5639,8512,349,1062
144,Yomigaeri no Maou,japanese,4.3,73,326.9,5300,2000,2000,2433,2613,12384
146,Tilea’s Worries,japanese,4,382,90,1288,2000,4705,6320,686,3012
148,The Bathroom Goddess,japanese,4.7,449,53.5,2426,2000,5639,4517,1200,2022
149,Evil God Average,japanese,4.3,713,97.1,1058,3632,4130,11545,146,871
155,Half Prince,chinese,4,255,205.4,3462,4748,3615,3406,1763,5544
157,The Legend of Sun Knight,chinese,4.7,570,171.7,1701,1168,2784,7221,521,12389
159,Female Warrior,chinese,4.5,120,15.2,5316,2000,3964,1670,3733,12390
161,"Illusions, Lies, Truth",chinese,3.9,55,37.3,5625,3666,3964,999,5221,9051
164,Romance RPG,chinese,3.7,63,140.5,6630,2000,2000,952,5373,5551
165,Dominion’s End,chinese,4.6,671,35.1,826,2622,3762,8815,320,2352
167,Kill No More VS ½ Prince,chinese,2.8,13,19.8,11219,2000,2000,237,9761,12384
169,Monogatari no Naka no Hito,japanese,3.9,131,154.1,3635,2000,2000,3825,1515,858
171,Young God Divine Armaments,japanese,3.5,192,15.7,1156,3415,4130,5460,903,5675
173,Nidome no Jinsei wo Isekai de,japanese,3.8,409,7.9,324,2990,1850,11427,153,1584
175,Black Summoner,japanese,3.6,147,18.7,778,1408,1562,7183,530,2973
176,"Gomen ne, Onii-sama",japanese,4.3,248,60.5,1584,2000,4130,5358,928,4033
177,Zhan Long,chinese,3,828,1.1,300,733,210,8133,380,330
179,Chaotic Sword God,chinese,3.5,1229,0.9,26,273,158,11908,130,203
180,Demon’s Diary,chinese,4.2,679,1,363,600,575,8623,338,633
181,Renegade Immortal,chinese,4.1,1093,301.8,41,6087,4355,11878,133,418
183,The Alchemist God,chinese,3.8,236,65.2,812,2000,2000,4731,1119,5424
186,Ark,korean,3.8,400,0.9,1774,3563,5639,5320,938,12384
189,Meow Meow Meow,chinese,4.4,348,0.7,1537,1095,3615,6535,646,1842
195,The Desolate Era,chinese,4.2,1973,168.9,5,1991,1523,18383,29,67
242,"Hachinan tte, Sore wa Nai Deshou! (WN)",japanese,3.4,535,36.8,256,4250,3615,11795,136,4849
244,Death Notice,chinese,4.1,153,82.7,2496,3208,6928,3115,1996,5675
246,Tensei Shitara Slime Datta Ken (WN),japanese,4.2,1424,52.1,106,1820,798,25632,5,244
249,Tate no Yuusha no Nariagari (WN),japanese,4,630,155.1,1831,3579,5067,9081,296,12385
259,So What If It’s an RPG World?,chinese,3.7,458,31.2,868,4751,6928,7836,420,4974
261,Astarte’s Knight,japanese,4.2,141,185.9,3921,2000,2000,2981,2112,2352
262,Garudeina Oukoku Koukoku Ki,japanese,3.9,275,57.4,933,2000,3964,7241,515,2418
263,Kansutoppu!,japanese,3.6,163,6.7,1986,4799,4040,3830,1507,8569
264,Harassing Thief Girl,japanese,3.3,158,1.9,1226,6194,5639,3288,1856,2014
267,The Simple Life of Killing Demons,chinese,3.7,118,3.2,2734,2387,3021,2080,3051,5357
271,Saenai Heroine no Sodatekata,japanese,4,36,153.9,9286,2000,2000,858,5682,7850
274,Takarakuji de 40-oku Atattandakedo Isekai ni Ijuu Suru,japanese,3.7,307,37.1,895,3159,2326,8207,373,3187
277,Oukoku e Tsuzuku Michi,japanese,4.1,879,5,98,1078,404,16428,44,341
278,There is More to my Childhood Friend,japanese,4.2,225,136.1,2528,2457,2818,5064,1013,3775
279,Welcome to the Man-Eating Dungeon,japanese,3,243,1.4,983,4754,4355,6859,580,2048
281,The Man Picked up by the Gods,japanese,3.7,604,114.7,461,1545,1660,12165,124,108
283,Emperor of the Galaxy,japanese,3.5,6,2418,11647,2000,2000,74,11642,12388
284,Death March kara Hajimaru Isekai Kyusoukyoku (WN),japanese,4,2213,13.8,35,126,101,24706,7,170
287,Juvenile Medical God,chinese,4,207,108.5,2948,2000,2000,2614,2437,1728
288,Shinka no Mi,japanese,3.8,648,15.5,199,324,1341,12876,105,683
290,In a Different World with a Smartphone,japanese,3.7,731,23.7,120,1453,904,13145,98,709
292,S*ave Harem in the Labyrinth of the Other World (WN),japanese,3.3,717,140.1,608,1643,3230,11845,134,569
294,Din no Monshou (WN),japanese,4.1,172,48.4,2461,2000,3964,4521,1196,6752
299,I Came Back but the World is Still a Fantasy!?,japanese,3.9,315,4.1,314,202,228,6995,558,222
338,Wipe Clean After Eating,chinese,4.1,152,15.5,2793,2000,2000,2344,2718,12384
340,Hua Xu Yin,chinese,4.1,54,189.9,6524,2600,2000,1028,5144,8724
342,Best to Have Met You,chinese,4.2,191,153.7,2038,2458,1795,3687,1596,1374
344,Blazing Sunlight,chinese,4.3,145,18.9,2796,4739,2260,2457,2581,4844
346,"One Life, One Incarnation – Beautiful Bones",chinese,4.5,262,157,2167,3406,1593,3857,1493,12384
349,Goblin Kingdom,japanese,3.8,506,5.3,294,1198,717,10859,177,1428
350,World Customize Creator,japanese,3.5,205,141.3,2478,6087,5639,4790,1101,953
354,Meikyuu Toshi no Antique Shop,japanese,4.2,15,161.1,10015,2000,2000,510,7421,12393
362,Nightfall,chinese,4,310,0.5,808,2000,6928,5198,972,1295
364,Ze Tian Ji,chinese,4,1253,268.8,91,6142,3615,11269,161,430
367,Child of Light,chinese,3,543,1.5,1639,4914,2000,5322,937,6853
370,Terror Infinity,chinese,4.1,597,1.3,373,2000,1593,6989,560,1393
373,Kuro no Maou,japanese,3.6,643,7.5,307,779,1088,11573,145,1987
376,Douluo Dalu,chinese,4.3,1088,86.3,315,2641,1152,12794,108,2125
379,Marginal Operation,japanese,4.5,86,162,5653,2000,2000,1671,3732,6336
382,Descent of the Phoenix – 13 Years Old Princess Consort,chinese,3.6,378,56.9,975,2000,6928,5889,790,7980
384,VRMMO: The Unrivaled,chinese,3.2,149,0.5,719,568,930,2726,2336,575
386,Long Live Summons!,chinese,3.8,1532,4.9,53,1045,698,15392,55,1084
392,The Legendary Moonlight Sculptor,korean,4.3,1670,9.5,97,600,790,21408,15,511
394,Maken no Daydreamer (WN),japanese,3.9,248,144.3,2174,2000,5639,6763,598,3375
396,Law of the Devil,chinese,3.8,507,52.7,520,2000,2000,6453,655,2026
399,A Martial Odyssey,chinese,3,197,85.7,3907,2000,2000,2112,3009,5062
404,The Nine Cauldrons,chinese,4,588,301.9,147,4772,5639,8027,391,8723
406,She Professed Herself The Pupil Of The Wiseman (WN),japanese,4,258,4.3,772,167,226,8084,383,245
410,King Shura,korean,4.3,208,122.1,2261,2000,2000,3609,1641,3947
418,"Kumo Desu ga, Nani ka?",japanese,4.5,1725,24.1,50,56,21,25416,6,57
421,"What Came to Mind During My Third Time in Another World Was to for Now, Get Naked.",japanese,3,180,98.6,1576,2000,2000,3655,1619,5423
424,To Deprive a Deprived Person,japanese,3.5,607,12.6,563,4171,4705,12244,120,1234
426,Zombie Master,japanese,3.5,149,145.3,2229,898,2000,3724,1572,1455
427,The Lazy Dragon Is Working Hard,japanese,3.8,159,162.1,4511,2000,2000,2197,2884,2681
428,Imperial God Emperor,chinese,3.8,694,473.5,216,2000,1660,9122,293,2698
429,Neta Chara,japanese,3.2,164,150.1,3713,6063,5639,4033,1419,3389
431,Godly Hunter,chinese,4,184,113.2,1716,2000,2000,3534,1684,2310
434,Meg and Seron,japanese,3.9,33,2.5,9173,2000,2000,574,7041,11021
437,Tensei Oujo wa Kyou mo Hata o Tatakioru,japanese,4.3,456,27.2,459,2224,2612,12518,116,5480
439,Magi Craft Meister,japanese,3.6,483,3.7,102,181,559,12973,102,539
443,Martial God Space,chinese,3.5,490,21,299,2000,2000,6751,600,4936
447,Isekai Mahou wa Okureteru! (WN),japanese,3.9,487,49.3,771,2000,5067,10908,175,3297
449,Shura’s Wrath,chinese,3.8,1172,0.9,66,3563,5639,10244,210,652
451,Shadow Rogue,chinese,3.3,265,78.5,1662,2000,4705,4337,1272,10744
453,Magi’s Grandson,japanese,3.6,816,20.3,413,1504,3306,14287,72,1456
454,Arifureta Shokugyou de Sekai Saikyou (WN),japanese,3.7,1617,9.3,144,103,83,20002,20,98
459,Summoned Slaughterer,japanese,3.5,602,33.1,552,4213,1477,11072,170,2169
463,The God of Study is Shy of Strangers,japanese,3.1,19,185.5,11198,2000,2000,375,8413,6758
465,God and Devil World,chinese,3.6,1728,143.1,140,6075,3762,8709,329,159
470,Sword of the Emperor,korean,4.3,54,174.3,7218,2000,2000,679,6531,8119
472,God of Thunder,chinese,3.9,253,71.2,1311,2000,6928,3897,1474,9730
474,Monarch of Evernight,chinese,3.9,581,8,123,2000,1491,6194,710,912
480,Sword Art Online Alternative – Gun Gale Online,japanese,3.4,73,131.1,6429,6109,2000,1050,5078,7980
485,I’m a NEET but When I Went to Hello Work I Got Taken to Another World (LN),japanese,3.8,479,30.1,304,4902,2724,11521,147,1188
488,Kyuuketsu Hime wa Barairo no Yume o Miru,japanese,3.8,295,114.7,1076,3718,6928,7280,509,2599
490,Manowa,japanese,3.8,193,9.7,535,1401,733,4673,1139,898
494,Shen Mu,chinese,2.9,107,159.5,5848,2000,2000,871,5630,4373
496,Thriller Paradise,chinese,4.2,217,43.7,1235,4193,6928,3142,1968,7851
501,Monster Musume Harem wo Tsukurou!,japanese,3.7,256,99.8,693,2000,2000,6096,736,1033
506,Boku wa Isekai de Fuyo Mahou to Shoukan Mahou wo Tenbin ni Kakeru (WN),japanese,3.9,401,49.1,699,347,839,10817,181,932
508,Rokujouma no Shinryakusha!?,japanese,4.6,217,119.8,2744,2000,5639,4153,1364,3543
511,Shinde Hajimaru,japanese,3.9,35,279.6,6393,2000,2000,1153,4813,12390
513,My Wife is a Beautiful CEO,chinese,4.1,1339,1.3,44,664,378,11371,156,298
515,Sayonara Ryuusei Konnichiwa Jinsei (WN),japanese,4.3,218,21.3,1760,2000,4519,7095,542,2120
517,Unborn,japanese,4.1,18,617.3,10592,2000,2000,352,8605,12390
518,Bu ni Mi wo Sasagete Hyaku to Yonen. Elf de Yarinaosu Musha Shugyou (WN),japanese,4,233,136,2376,2000,5067,6171,715,2358
521,Isekai Canceller,japanese,2.6,205,132.1,2800,2000,6928,2779,2277,2868
522,Kenja ni Natta,japanese,3.7,53,163.7,6118,2000,2000,1537,3986,6661
524,Sayonara Piano Sonata,japanese,4.2,48,11.5,6726,4175,2000,966,5325,12385
526,Shinonome Yuuko wa Tanpen Shousetsu o Aishite Iru,japanese,3.5,26,239.2,9199,2000,3964,434,7951,7163
528,Mushi Uta,japanese,3.8,22,44.5,9463,2000,2000,532,7286,9050
531,Battle Emperor,chinese,3.7,207,50.5,4185,2000,2000,2638,2410,10091
534,Manuke FPS,japanese,3.7,181,6.4,545,1029,1067,5306,943,639
536,EC,japanese,4,40,162.5,8866,2000,2000,626,6779,5026
538,It Seems Like I Got Reincarnated Into The World of a Yandere Otome Game,japanese,4.3,510,990,835,4163,4519,11663,141,5927
540,True Star,chinese,4.2,487,50.4,977,2000,1719,5987,772,2295
542,Ti Shen,chinese,4.1,141,59.7,2996,2000,5639,2712,2345,7054
544,Gong Hua,chinese,4.3,56,179.9,7055,2000,2000,716,6324,6848
546,Chen Yue Zhi Yao,chinese,4.1,99,109.9,4872,6171,6928,1806,3467,10091
552,Knights & Magic,japanese,4.3,360,27.5,617,2893,4040,10500,197,2101
564,A Mistaken Marriage Match: A Generation of Military Counselor,chinese,4.3,569,24.3,464,3839,798,8971,301,138
567,"Yuusha Party no Kawaii Ko ga Ita no de, Kokuhaku Shite Mita (LN)",japanese,4,370,37.3,653,2387,2969,10127,217,1919
569,Ore ga Isekai Dungeon da! – Tensei Shitara Karada ga Dungeon to Kashiteita,japanese,4.1,40,1232.5,7081,2000,2000,1153,4809,12385
570,"Jashin ni Tensei Shitara Haika no Maou-gun ga Sassoku Metsubou Shisou Nandaga, Dousureba Indaro ka",japanese,4.1,86,217.6,5625,2000,2000,1592,3880,12384
572,After All I’m a Lolicon Really Sorry,chinese,3.7,110,137.6,4323,6173,6928,991,5247,6413
576,Ore ga Ojou-sama Gakkou ni “Shomin Sample” Toshite Rachirareta Ken,japanese,3.6,58,145.2,6702,2000,2000,1167,4765,4971
578,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne,japanese,3.7,26,399.5,8117,2000,2000,955,5361,12388
580,Boku wa Tomodachi ga Sukunai,japanese,3.7,49,25.2,8412,2000,6928,809,5868,12387
583,Kyuuketsuki ni Natta Kimi wa Eien no Ai wo Hajimeru,japanese,4.3,16,537.6,10558,2000,2000,473,7659,12393
586,Dawnbringer: The Story of the Machine God,korean,3.5,67,201.1,6677,2000,2000,1444,4152,3329
588,The Indecent Relationship between Four Lovers,korean,3.7,72,216.1,5991,2000,2000,1222,4640,8123
591,Overlord (LN),japanese,4.5,1485,42.9,478,883,543,17138,37,51
593,Kono Subarashii Sekai ni Shukufuku o!,japanese,4.6,573,42.9,585,1217,3489,10214,212,1650
595,Altina the Sword Princess,japanese,4.4,397,106.9,1205,6121,5067,9208,282,2880
598,Isekai Maou to Shoukan Shoujo Dorei Majutsu,japanese,3.7,534,54.1,402,3907,1998,11654,142,6280
602,Mushoku Tensei Redundancy,japanese,4.4,185,54.9,2557,1264,4705,3123,1988,4313
604,Maou no Hajimekata,japanese,4.2,408,27.5,724,1208,3097,10957,173,3194
606,"Kenkyo, Kenjitsu o Motto ni Ikite Orimasu",japanese,4.6,1449,29.8,152,2429,1194,15338,56,855
608,Dawn Traveler,korean,4.1,129,115.2,2832,2000,4246,2568,2479,4535
611,Yahari Ore no Seishun Love Come wa Machigatte Iru,japanese,4.8,316,1174,3541,4861,3964,3594,1648,3191
615,Elf Tensei Kara no Cheat Kenkoku-ki,japanese,3.7,302,14.4,936,6167,3057,10148,216,1750
616,Himekishi ga Classmate! ~ Isekai Cheat de Dorei ka Harem~,japanese,3.7,433,114.1,867,2127,4040,10698,189,1624
620,Sendai Yuusha wa Inkyou Shitai,japanese,3.5,280,101.7,1201,4131,5067,7988,400,1804
623,Aim for the Deepest Part of the Different World Labyrinth (WN),japanese,3.7,88,117.7,5354,2000,2000,2163,2937,9237
625,Because Janitor-san Is Not a Hero,japanese,3.4,165,134.7,2874,2000,6928,3256,1877,3429
627,I Work As A Healer In Another World’s Labyrinth City (WN),japanese,3.6,219,98.3,921,6196,6928,5896,788,1368
631,Transcending the Nine Heavens,chinese,4.2,1416,312.7,76,3123,1620,13809,78,38
635,I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…,japanese,4.5,930,113.1,542,3003,3762,14727,66,3158
636,Dragon Life,japanese,3.9,297,30.3,1417,6033,4130,5376,924,5926
637,World Teacher – Other World Style Education & Agent (WN),japanese,3.9,826,61.9,122,1643,1440,17375,35,2843
638,Villainess Brother Reincarnation,japanese,3.9,166,118.4,2021,2000,3097,3856,1494,4117
640,Elqueeness,korean,4.2,251,133.8,2567,2000,6928,3659,1615,6414
642,Dark Mage,korean,3.9,55,156.3,8878,2000,2000,904,5522,9733
646,Unrivaled Tang Sect,chinese,3.9,342,0.3,186,6171,4519,5748,818,549
655,My Father in Law is Lu Bu,chinese,3.8,286,8.3,750,3192,2923,3762,1547,3023
657,Mai Kitsune Waifu,chinese,3.6,373,22.5,386,2607,559,4921,1057,1463
658,Slaughter God,chinese,3.2,30,317.6,10426,2000,2000,269,9410,4367
662,Seirei Gensouki ~Konna Sekai de Deaeta Kimi ni~,japanese,3.3,649,42.4,187,3831,3306,11319,159,1190
663,Bocchi Tenseiki,japanese,3.3,202,155.4,2114,6124,5639,4507,1207,1081
664,Dungeon+Harem+Master,japanese,2.4,152,135.3,3980,2000,6928,2654,2394,10267
668,Hyouketsu Kyoukai no Eden,japanese,4.3,68,114.6,4745,2000,2000,2274,2796,9931
672,Madan no Ou to Vanadis,japanese,4.4,177,7.2,2791,1935,2076,5458,905,3071
675,The New Gate (LN),japanese,3.9,1121,11.3,134,2048,1058,20415,18,1436
679,Semi Datte Tensei Sureba Ryuu Ni Naru,japanese,4.8,563,149.3,1749,2000,3157,5145,988,12387
682,Majin Tenseiki,japanese,4,45,209.8,7590,2000,2000,561,7113,12393
684,Trinity Seven,japanese,3.9,23,357.3,10065,2000,2000,534,7276,10589
686,Risou no Himo Seikatsu,japanese,4.1,563,433,659,4743,5639,9814,240,4003
688,Tsuki Tsuki,japanese,4.4,44,2000,7945,2000,6928,1071,5022,12393
691,Master Summoner Online,chinese,3.6,32,199.4,6916,2000,2000,566,7084,4209
693,Dragon’s Bloodline,japanese,3.5,421,112.3,1170,2238,3306,6665,617,917
694,Suterareta Yuusha no Eiyuutan,japanese,3.2,206,163,1517,3398,1660,6954,562,12384
695,The Reaper King,korean,3.8,25,2405,10053,2000,2000,310,8990,12388
698,Omae wo Onii-chan ni Shite Yarouka!?,japanese,4,116,0.2,3981,2000,2551,2573,2473,12388
700,Only Sense Online (LN),japanese,4,442,105.5,946,6109,6928,8219,369,1065
702,AntiMagic Academy “The 35th Test Platoon”,japanese,4.1,120,135.9,3882,2000,2000,3554,1673,3206
707,Gakusen Toshi Asterisk,japanese,3.7,91,147.4,6284,2000,2000,2407,2646,3514
709,Saijaku Muhai no Bahamut,japanese,3.9,103,18.3,2428,2000,4705,3711,1577,5159
712,Alice Tale in Phantasmagoria,japanese,3.8,232,81.5,1250,2000,6928,4201,1338,4057
714,"If It’s for My Daughter, I’d Even Defeat a Demon Lord (WN)",japanese,4.5,510,113.9,695,4215,6928,10520,195,4601
720,"I’m a High School Boy and a Bestselling Light Novel Author, Strangled by My Female Junior and a Voice Actress",japanese,3.8,70,97.1,4684,2000,2000,1610,3845,5747
722,Hikaru ga Chikyuu ni Itakoro……,japanese,4.6,195,1,2915,2000,1373,3020,2080,12385
724,Clockwork Planet,japanese,4.6,101,2561,5342,2000,2000,2049,3096,2317
726,"Tomorrow, I Will Die. You Will Revive",japanese,4.3,121,117.3,3432,3663,2579,2716,2341,4936
729,Hisshou Dungeon Unei Houhou,japanese,3.2,309,45.1,524,2000,5067,7974,403,5203
731,Instant Kill,chinese,4.3,217,39.1,2100,6107,6928,3270,1866,3800
732,May Your Soul Rest in Magdala,japanese,4.2,53,60.5,5932,2000,2000,2036,3111,6153
735,Mark,korean,4.2,29,267,9133,2000,2000,447,7853,12384
737,World of Immortals,chinese,3.4,207,102.3,1822,6155,2000,3051,2048,9533
742,Sasami-san @ Ganbaranai,japanese,3.7,19,154.9,9937,2000,2000,472,7662,12384
744,Kore wa Zombie desu ka?,japanese,4.3,64,155.9,6852,2000,2000,1467,4116,6072
746,"Kono Sekai ga Game da to, Ore dake ga Shitte Iru (LN)",japanese,4.3,232,60.8,1728,3293,3762,6018,758,2051
748,Sky World,japanese,3.4,33,139.1,8018,2000,2000,824,5810,10266
750,Amagi Brilliant Park,japanese,4.3,75,154.4,6772,2000,2000,1301,4448,7356
752,Love You,japanese,3.6,17,159,9890,2000,2000,295,9133,7980
755,Grimgal of Ashes and Illusion,japanese,4.1,327,1929,2898,6207,4705,4944,1051,1982
757,GJ Bu,japanese,3.8,40,110.1,7445,2000,2000,642,6704,9931
759,Maoyuu Maou Yuusha,japanese,4.3,179,171.2,3794,2000,6928,5814,804,7476
762,Rokka no Yuusha,japanese,4.2,97,265.2,6511,2000,2000,1570,3916,6279
766,Kure-nai,japanese,4.3,16,163.1,10276,2000,2000,415,8074,7476
768,"Gun-ota ga Mahou Sekai ni Tensei Shitara, Gendai Heiki de Guntai Harem o Tsukucchaimashita!?",japanese,3.2,388,31.7,1078,6110,1523,7541,467,9239
773,Fuyuu Gakuen no Alice and Shirley,japanese,3.7,18,163.1,9609,2000,2000,489,7559,12388
775,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,japanese,3.7,59,11.3,7158,2000,5067,602,6905,9051
777,Seitokai no Ichizon,japanese,4.2,17,208.3,10435,2000,6928,485,7587,7258
780,9 Heavenly Thunder Manual,chinese,2.4,337,97.5,1338,2000,2000,2790,2270,9534
782,Eternal Life,chinese,4.1,116,136.5,4851,4139,2000,1916,3278,10267
791,Tales of Demons and Gods,chinese,3.8,2452,47.1,92,492,3230,21054,16,316
819,My Conquest of the World through Ice Magic,japanese,3.9,23,600.5,10064,2000,2000,516,7386,12390
821,Senketsu no Elf,japanese,4.4,101,82.5,4739,2000,5639,2636,2412,3397
824,Ryuugoroshi no Sugosuhibi,japanese,3.4,170,142.6,3094,2000,6928,3229,1895,2510
827,Sage Monarch,chinese,3.5,507,68.2,168,2000,1593,4699,1131,800
829,A Certain Middle-aged Man’s VRMMO Activity Log,japanese,4,336,109.8,655,2331,4705,7785,428,1920
833,ID – The Greatest Fusion Fantasy,korean,4.6,150,107.4,2868,6173,2000,1964,3211,4510
837,Tempered Immortal,chinese,3.9,134,7.2,4133,4770,6928,1668,3737,10586
840,Wu Dong Qian Kun,chinese,3.6,1155,294.9,28,2741,3762,12799,107,446
841,The Incompetent Brother and Sister in the Special Ability Academy Seem to Have no Motivation,chinese,3.7,10,2400,11391,2000,2000,168,10533,12388
845,Kuzu to Kinka no Qualidea,japanese,4.5,114,28.9,6079,4909,6928,1623,3820,7617
847,The Great Ruler,chinese,3.9,608,460,99,6167,2000,10170,215,342
849,Magic Chef of Ice and Fire,chinese,3.6,193,110,1015,2000,826,4476,1219,3732
880,The King’s Avatar,chinese,4.3,1195,0.1,69,2742,764,14792,65,4469
882,The Demonic King Chases His Wife: The Rebellious Good-for-Nothing Miss,chinese,3.6,872,1.5,87,835,2142,9283,275,2317
895,Monogusana Kenja,japanese,4.1,62,199.8,5028,2000,2000,2008,3155,6960
897,Tensei Shitanode Tsugi Koso wa Shiawasena Jinsei wo Tsukande Misemashou,japanese,4.1,221,110.3,1120,6167,6928,6545,644,5811
899,"Watashi, Dokidoki Renai Kakumei de Onii-chan Yattemasu",japanese,3.8,178,56.9,2245,905,2000,3676,1605,5482
900,Hitomishiri Onna ga Isekai de Seitenka shita Kekka,japanese,3.7,92,171.3,3798,2818,2000,1849,3385,4404
907,Peerless Martial God,chinese,3,1400,0.1,119,1226,6928,10434,200,26
908,Altina X Overlord Special Collaboration Booklet,japanese,3.6,47,2000,9129,2000,6928,580,7015,12393
918,Magika no Kenshi to Shoukan Maou,japanese,4.1,377,14.5,1611,1855,3057,11077,169,1044
920,Hyouka,japanese,4.6,120,29.9,4882,2646,2000,2103,3020,8871
922,Kyou kara Ma no Tsuku Jiyuugyou!,japanese,3.8,91,131.3,6104,3338,2000,1203,4685,5999
924,Denpa Onna to Seishun Otoko,japanese,4.2,28,131.9,8800,2000,2000,712,6358,7262
926,Nejimaki Seirei Senki – Tenkyou no Alderamin,japanese,4.1,210,21,2370,3897,5067,6103,733,3867
928,Toaru Majutsu no Index: New Testament,japanese,4.6,139,9.7,4172,2000,2000,2099,3025,4886
931,Psycho Love Comedy,japanese,4.2,78,2000,7104,3066,2000,1338,4374,12385
933,BlazBlue,japanese,3.4,7,791,11761,2000,2000,101,11368,12390
935,Maria-sama ga Miteru,japanese,3.6,31,128.4,8201,2000,6928,515,7388,10090
937,Heavy Object,japanese,4.2,97,1.9,4650,6038,3097,2287,2783,9932
939,City Series,japanese,3.6,36,33,9303,2000,2000,464,7739,10969
941,"I Kinda Came to Another World, but Where’s the Way Home?",japanese,3.7,234,67.1,847,2000,4130,5654,850,1269
945,Shinmai Maou no Keiyakusha,japanese,3.9,144,147.3,3662,6186,4246,4600,1173,3435
947,Unlimited Fafnir,japanese,3.9,62,1.8,5956,2000,2000,1690,3702,5362
949,Immortal’s Way,chinese,3.3,15,481.4,11526,2000,2000,159,10642,12393
956,The Lazy King,japanese,4.5,1091,9.1,1198,984,2969,10729,188,12388
958,Seirei Tsukai no Blade Dance,japanese,4,158,24.5,2607,4161,1422,4202,1337,3115
962,Slayers Special,japanese,3.1,20,273.1,10066,4199,2000,223,9876,10716
964,Full Metal Panic!,japanese,4.4,35,46.8,8552,2000,2000,565,7089,12393
967,Look for Avenir,japanese,2.8,4,493.8,12047,2000,2000,92,11479,10090
971,Together Forever,chinese,4.5,153,139.3,3407,4765,2000,2728,2331,7261
973,Happy Peach,japanese,3.8,159,5,4447,2000,5639,2737,2322,12388
975,Wicked Soldier King,chinese,4,251,137.6,3763,2000,2000,3015,2088,9931
978,Perfect World,chinese,3.7,733,148.7,115,6026,6928,8509,349,2049
984,Hyakuren no Haou to Seiyaku no Valkyria,japanese,3.4,76,2386,7195,2000,2000,1513,4018,12384
987,Demon King Reincarnation,japanese,3.4,83,2381,6627,2000,2000,1198,4697,12393
988,Magic Robot Aluminare,japanese,3.9,34,152.3,6569,2000,2000,1101,4942,3340
990,Fate/Apocrypha,japanese,4.2,45,144.8,5934,2000,2000,787,5970,5311
992,Utsuro no Hako to Zero no Maria,japanese,4.7,450,2000,2895,2000,3615,3844,1502,12389
994,Raising S*aves on the Other World While on a Journey,japanese,3.4,71,159,5305,2000,2000,1373,4311,12393
999,Golden Time,japanese,3.8,35,158.9,8144,2000,2000,558,7133,9049
1001,Kyoukai Senjou no Horizon,japanese,4.1,98,26.7,3835,2000,2000,3443,1740,9385
1069,21st Century Archmage,korean,3.8,140,2.6,2341,1265,777,2598,2449,684
1085,S*ave Girl,japanese,2.8,36,793.3,9456,2000,2000,382,8339,12385
1086,Only I Am Not Attacked In A World Overflowing With Zombies,japanese,3.5,165,157.1,3888,6120,2000,3380,1778,4643
1089,Owari no Chronicle,japanese,4.2,44,3.6,7505,2000,2000,1734,3605,12390
1095,Further Guilt,chinese,3.8,10,216.3,9908,2000,2000,214,10003,8877
1097,Parallel World Pharmacy,japanese,4.2,336,24.7,394,657,1985,12965,103,1758
1103,Limitless Sword God,chinese,3.7,588,18,340,2000,6928,7183,530,9244
1107,The God Slaying Hero and the Seven Covenants,japanese,4,311,132.7,1614,2000,2000,7701,440,1683
1117,Jin Yong Martial Arts Otherworld Rampage,chinese,3.7,21,2374,11380,2000,2000,311,8977,12393
