id,name,original_language,rating,rating_votes,release_freq,activity_all_time_rank,activity_month_rank,activity_week_rank,on_reading_lists,reading_list_all_time_rank,reading_list_month_rank
48694,The Goal Is To Survive,japanese,3.8,18,4.9,7040,6084,2000,274,9356,8408
48698,I Have a Date with a Zombie,chinese,2.6,7,18.3,10570,2000,2000,161,10615,9043
48700,"After I Was Reborn, I Was Caught by an Actor",chinese,3.4,16,8.5,8103,6004,3097,512,7401,9235
48703,I Got Reincarnated as the Northern Archduke’s Son,korean,3.7,19,55.5,8434,4266,4519,587,6973,9050
48705,I Stopped Working Because I Was Expelled From the Hero’s Party After They Denounced Me as a Coward,japanese,2.7,18,2.2,7823,773,1315,394,8237,2161
48711,I Like The Man Who Is Said To Be The Villain,chinese,3.6,24,22.2,6867,677,3964,562,7104,3726
48715,Infrastructure‌ ‌Frenzy‌,chinese,4.1,27,8.4,7311,1736,4130,385,8311,5547
48722,Swallow One’s Breath,korean,3.4,13,18.2,10523,6106,3762,254,9562,7356
48727,I am the Nanny of the Villain,korean,4.1,73,2,2734,128,138,2393,2662,198
48730,Crying Hearts: If You Found A Heart Weeping,japanese,3.4,10,0.9,9854,6801,7030,92,11496,10288
48732,Even Cats Can Become Strongest If They Collect Items!,japanese,3.5,15,6.7,7544,6062,5639,350,8614,7848
48735,My Partner was Assigned to me by the Country,chinese,3.9,26,53.5,7656,1162,1620,471,7671,7156
48738,I Am the Heiress of the Villain Family,korean,3.9,14,27.3,9159,4700,6928,533,7280,9726
48740,Strongest Swordman’s Re:START,japanese,4,26,3.2,4427,1115,374,898,5541,399
48748,"An Expectation of 1 in 20,000",chinese,4.2,18,2000,8716,5337,1593,160,10638,9750
48750,Coincidentally Inevitably,korean,2.5,10,54,11110,6006,2000,339,8723,8405
48752,"I Was Caught up in a Hero Summoning, but That World Is at Peace (LN)",japanese,4,42,2.6,5029,417,587,603,6895,720
48759,"Pawahara Seijo no Osananajimi to Zetsuen Shitara, Nanimokamo ga Umaku Iku Yō ni Natte Saikyō no Bōken-sha ni Natta ~ Tsuideni Yasashikute Kawaii Yome mo Takusan Dekita ~ (WN)",japanese,3,51,0.9,1980,70,76,1316,4413,85
48773,Married Thrice to Salted Fish,chinese,4.5,66,4.5,4090,646,434,1876,3350,558
48777,You Two Will Give Birth To Me In The Future,korean,3.5,17,8,8326,3860,4705,502,7454,3686
48779,The Blue Whisper,chinese,4.5,23,0.1,6612,6812,3463,372,8459,12408
48784,The Villainess Won’t Let the Main Leads Break Up!,chinese,4.4,54,2.9,4307,179,218,1205,4681,562
48788,Shimotsuki-san Loves The Mob (LN),japanese,4.2,28,17.8,8610,2933,2326,457,7783,3115
48790,The Empress Wants To Be Deposed!,chinese,4,26,5.9,5964,1440,1795,734,6221,3099
48793,Weibo Big V’s Daily Entertainment Circle,chinese,3.2,21,1,4480,696,691,597,6926,574
48799,Surviving the Game as a Barbarian,korean,4.8,79,8.2,4296,323,236,1060,5049,574
48807,Impregnation Reincarnation Adventurer,japanese,3.5,25,13.4,7353,1671,1540,532,7287,2187
48808,Using the Wisdom from My Isekai Reincarnation Only for S*x,japanese,4.1,19,11.9,6198,1852,1341,654,6649,1935
48809,My Mom Got A Contract Marriage,korean,2.5,11,53.5,10276,4691,6928,334,8757,6848
48813,Joyous Debt,chinese,3.9,22,2.8,6918,3538,2474,416,8069,3801
48816,Rise From Doomsday,chinese,3,3,106,11996,2000,2000,58,11778,11060
48817,Acting as a Spy in the Zombie Clan,chinese,2.7,3,107,11991,2000,2000,73,11652,11056
48823,In the Name of Your Death,korean,3.4,7,53,11474,6149,3762,250,9606,10265
48829,Dilettante,korean,3,7,35.3,10646,2000,5067,267,9427,9235
48832,The Fairy Knight Lives With Old Rules,japanese,2.4,8,21.2,10082,2000,2000,289,9199,6210
48839,The Villainess Only Loves The Tyrant’s Child,korean,2.9,34,4.5,5946,965,1107,682,6514,2513
48841,An Exile Amid Humanity,chinese,4.3,21,0.6,7416,6780,7030,238,9758,12406
48848,Tensei Shitara Yadoya no Musuko deshita: Inakagai de Nonbiri Slow-life o Okurou,japanese,3.6,11,7.5,7641,6101,4519,417,8059,6211
48854,The Villainous Alpha Was Picked up by the Doomsday Boss,chinese,3.9,40,102,7251,3117,3762,605,6884,9533
48856,A Hero Who Starts with a Network Cheat,japanese,2.9,14,52.5,9037,2000,5639,264,9464,5739
48858,A Tooth For a Tooth,chinese,4.5,89,2.6,4698,1047,2237,666,6598,3973
48863,I Confessed To The Crossdresser,korean,4.3,21,11.1,6445,2374,1725,790,5959,1762
48876,Protect Our Patriarch,chinese,4.3,20,6.9,7783,1113,1280,279,9302,3839
48878,The Youngest Is Preventing the End of the World,korean,3.9,18,21,8385,3772,5639,567,7077,8869
48883,"Dressed as a Villain, I Rely on Foolish Acts to Survive",chinese,4,21,34.7,8155,2000,2000,572,7052,5410
48885,Which Alpha Do You Want?,korean,4,21,26,8634,3265,2551,565,7089,5618
48887,My Two Dads,chinese,4.2,26,1.7,7142,1757,1795,516,7385,2489
48895,After Being Kidnapped by the Crown Prince,chinese,3.2,19,3.6,5470,1819,808,544,7207,1440
48899,I Thought I Tamed The Villain,korean,3.8,20,14.9,9114,3088,4705,568,7071,5801
48903,Counterattacking the Submissive Role!,chinese,3.3,21,27.5,8342,4202,4705,406,8144,8569
48907,"A Non-combat Magic Artifact Researcher ー Actually Was an Extroadinary S-rank Mage～ Though He Worked Overtime Without Compensation and Contributed Greatly, He Was Labeled as Incompetent and Was Fired",japanese,3,39,3.5,3909,289,264,779,6002,318
48909,Reborn to Strive,chinese,4.2,21,7.9,6875,6002,5639,584,6993,8563
48911,Meitantei no Jouken,japanese,3.6,18,51.5,9318,6108,5639,312,8962,4974
48919,You Are the Daughter of My First Love,japanese,3.8,44,2.8,5976,1617,2020,610,6861,2525
48921,Senchi kara Kaettekita Takashi-kun. Futsū ni kōkō Seikatsu o Okuritai,japanese,3.6,34,10.3,7068,2839,2000,414,8080,2522
48930,I Hope You Don’t Recognize Me,korean,3.4,36,2.2,4466,1377,1341,879,5600,883
48932,Transmigrated to become the Tyrant’s Male Concubine,chinese,3.3,30,25.8,6439,2741,761,769,6048,4978
48944,A Bright Sunny Morning,chinese,2.5,14,3.3,8873,2000,5067,273,9369,5740
48945,Love the Villain,chinese,3.7,12,34,8632,4175,4519,466,7714,9531
48947,I Just Think You’re Valuable,chinese,3.7,29,8.4,7048,2000,3097,351,8607,7258
48948,"I Was Genderswapped and Reincarnated as a Villainess, but I’m Making this My Personal Yuri Game",japanese,3.4,38,3.5,4022,642,249,858,5679,499
48950,"My Girlfriend Cheated on Me With a Senior, so I’m Cheating on Her With His Girlfriend (WN)",japanese,3.6,68,7.3,4259,1062,1857,1005,5200,2832
48961,Looting Equipment From NPCs,chinese,4,30,4,6451,997,2698,728,6254,2562
48963,I Was Raised After Being a Mermaid,chinese,4.3,62,14.6,5069,1203,3489,1266,4533,4470
48965,3 Short Stories,chinese,2.2,5,4.6,11365,2000,6928,136,10916,10738
48966,Alchemist Yuki’s Capture,japanese,3.6,15,5,7542,4674,5639,321,8861,6154
48968,I Was Given the «S*ave Release» Skill in An Undeveloped Land and Was Helped By The Girls I Freed,japanese,3,5,102,11152,2000,2000,268,9420,4847
48969,The Male Lead Is In Charge Of The Successor,korean,4,14,14.4,9560,2485,4705,491,7546,9932
48973,The Only Person I Bow Down Is Her,chinese,3.1,7,101,11548,2000,2000,201,10153,10863
48982,Close to You,chinese,3.9,19,4.4,8145,6036,3230,382,8338,7848
48988,The Villainess’ Beloved Plan: The Struggles to Avoid a Doomed End,japanese,2.9,8,12.6,10334,4232,2000,193,10247,9730
48989,The Bad Eater And The Mad Duke ~ I’ll Eat That Demon Deliciously! ~,japanese,2.6,5,50.5,11260,2000,2000,279,9303,9930
48991,The Film Emperor Has Brain Damage,chinese,4,17,4.6,8197,2656,831,379,8367,3430
48998,Apocalypse Hero System,chinese,3,3,2.3,11681,4834,2000,128,11033,10265
49000,The Yin Guest,chinese,4,33,11.2,9034,6106,5067,494,7521,7980
49002,Sugar Sweet,japanese,3.7,12,6.7,9926,3214,4246,204,10114,5800
49004,The Legend of the Rainwater Peaches,japanese,3.8,11,3.4,11120,4695,6928,163,10591,10585
49006,Good-Bye Sengen,japanese,4.1,29,12.6,8062,4804,4355,366,8482,4242
49010,I’m No Saint,japanese,3.6,11,16.7,9866,4202,3615,312,8962,5927
49017,Paranoid Trap,chinese,3.6,26,1.1,6785,4840,1404,425,8007,5417
49030,Flower of Evil,korean,3,5,16.7,11721,2000,2000,146,10801,10742
49036,"When I Was Playing Eroge With VR, I Was Reincarnated In A Different World, I Will Enslave All The Beautiful Demon Girls ~Crossout Saber~",japanese,3.8,9,33.3,10094,2998,6928,413,8086,6954
49040,Cannon Fodder Tore the Fake Young Master Script,chinese,3.1,16,48,8182,2553,3489,402,8180,7845
49043,Siraishi Serina Great Erotic Adventures,japanese,2.8,32,4.2,7353,2000,2054,425,8004,7353
49044,Two-Way Sniper,chinese,3.8,12,99,11084,2000,3762,246,9645,9931
49046,I Also Want To Spiritually Cultivate With Shizun Today,chinese,4.2,20,33,8443,2722,1893,747,6146,3232
49048,The Reincarnated Sage Lives With His Daughters,japanese,4,9,99,11152,6109,2000,261,9491,6751
49056,Associate Professor Takatsuki Akira’s Inference,japanese,2.8,4,48.5,11744,2000,2000,114,11215,9930
49058,The Supporting Male Character Just Wants to Be a Tool Man,chinese,4.5,115,3,2463,160,410,2447,2590,300
49060,The Progress of Yuri is Especially Fast Before the Deadline,japanese,4.2,18,10.9,7668,1723,5639,378,8376,5151
49062,After Transmigrating Into a Villain Cannon Fodder Male Zerg,chinese,4.6,88,43,3772,920,2367,1706,3667,2194
49067,A Reincarnation Romantic Comedy Of A Hero And A Witch,japanese,4.2,35,24.8,7081,536,2579,642,6704,2394
49069,He’s Super Sticky,chinese,3.9,50,1,3276,116,1932,1258,4555,468
49075,Albion Kingdom Space Navy Officer’s Tale – The Man Called Cliff Edge,japanese,4,1,49,11563,6021,2000,121,11123,6660
49079,Transmigrated as the Lord’s Darling Pet,chinese,3.4,23,24.5,8007,2000,3306,573,7046,9049
49082,"A Yandere As A Girlfriend, But That Doesn’t Matter Because When You Tell Her How Much You Love Her, She Gets All Twitchy And Cute",japanese,4.3,49,2000,6965,5991,2271,382,8337,6404
49084,I Raised a Big Boss in the ’90s,chinese,3.2,18,13.9,8071,1855,4519,354,8579,3858
49086,"I Want To Steal My Half-Sister’s Fiance From Her, But She’s Even More High-Spec Than The Prince So I’m In A Dilemma!!",japanese,2.8,5,1,10739,5981,2000,133,10962,7473
49089,The Sect Master was Switched at Birth,chinese,2.5,10,24,9211,2000,2000,249,9619,8873
49092,Creating Hidden Endings,korean,4.1,45,3.4,5106,640,383,1039,5112,981
49102,Broken Engagements And Curses,japanese,2.1,8,2000,10016,6066,4519,103,11337,9384
49103,Her Little Sweet Lover,chinese,2.7,6,47.5,11557,2000,2000,153,10720,9531
49106,Fantasy,chinese,3.1,20,7.4,7997,1986,2551,361,8520,2951
49115,Skill: Rise with the Master Key,japanese,3.4,13,2000,10266,6076,3964,170,10514,6751
49118,Betrayal of Dignity,korean,2.4,30,4,7259,3340,2455,377,8391,4503
49129,The Male Lead’s Male Wife,chinese,3.2,19,31.7,8020,3784,1620,523,7340,6071
49132,"While I Was Trying Hard To Be Popular With Girls, I Became a Strong Mental Mob Who Is Popular With Men",japanese,3.7,26,8.6,7318,1797,3615,357,8553,5200
49135,The Yandere’s Kiss Extends My Life,chinese,4.1,35,4.9,5748,1393,420,826,5799,2028
49137,Legitimate Daughter’s Daily Life: Entertainment Circle!,chinese,3.1,15,24,9580,2000,6928,196,10209,9931
49138,I Reject The Villainess’s Ending,korean,4,15,31.3,9889,4069,5639,436,7929,7976
49140,Hyper Luck,korean,3.6,16,6.1,8062,2534,5067,276,9336,9725
49146,"I Am A TS Reincarnation, But I Have A Kid",japanese,3.8,38,4,5124,4123,4246,533,7279,6749
49150,Never See Each Other Again,chinese,3.4,14,2000,8920,2000,1716,141,10848,8869
49156,My Engagement was Cancelled so I will stop Pretending to be a Fool,japanese,3,37,2.2,3897,598,851,819,5826,587
49159,I Raised The Richest Man In The World,chinese,3.7,13,15.7,9565,3434,3615,299,9091,6960
49161,Be The Sixth Anchor In The Escape Game,chinese,3.8,33,15.7,8434,4116,2207,457,7780,5018
49164,This Damned Thirst for Survival,chinese,4.4,84,0.5,3345,214,104,1738,3602,167
49169,The Villainess Wants to Be Called Big Sister!,japanese,3,3,9.7,11790,2000,3964,80,11590,8407
49173,A Leisurely Trip to Another World of the Reincarnated Great Saint,japanese,4,35,1.7,4854,1022,552,522,7343,537
49176,Bus Complex,chinese,4.5,58,23.3,5534,4680,1201,500,7468,4336
49179,The Lady You Want to Kill,korean,3.7,17,7.9,8020,1783,2353,464,7737,3257
49184,1234th Year of the Galactic Era – The Museum of Rare Weapons,japanese,3.5,8,6.8,10445,3009,2000,129,11015,5355
49185,Online Dating Girlfriend Turn Into Brother!,chinese,3.7,23,38,6388,4561,4789,724,6290,3090
49187,"The Hero of Exiling~ You’re Exiled Now, I Don’t Need You Anymore~",japanese,3.4,18,93,10082,2901,5067,109,11277,9050
49190,The Foolish Gong was Reborn,chinese,4.3,52,13.1,5636,3440,1562,866,5644,2279
49195,Powerful Minister Buddha-like Sweet Wife,chinese,4.2,23,18.4,7477,2071,4246,384,8320,8408
49197,"The Incompetent Prince Who Has Been Banished Wants To Hide His Abilities~ The Strongest Sage Who Reincarnated Twice, He Wanted To Enjoy This Life, so Took It Easy and Was Banished From the Royal Family. It’s Too Late To Be Told Come Back Now Cause the People of the Territory Have Noticed His Abilities, and Won’t Let Him Return to His Family Home",japanese,3.2,46,3.2,4775,639,607,615,6833,778
49198,A Friend Who I Loved for a Long Time,chinese,3.7,14,0.7,10191,2000,2000,153,10719,6333
49201,Transmigrated as the Stepmother of the Male Protagonist in a Campus Story,chinese,4.2,30,15.7,6944,727,2033,363,8503,4680
49205,It Seems There is Light,chinese,4.2,18,2.5,8422,2000,771,340,8709,7158
49207,How To End a Crush,korean,3.9,9,45.5,9942,2000,5639,276,9335,10862
49210,"After Rebirth, I Just Want To Concentrate on Raising My Baby",chinese,3.7,26,5.6,6424,2000,1194,594,6935,3730
49212,I Opened a Clinic in the Apocalypse,chinese,4,27,9.6,6620,1832,509,665,6604,1769
49215,The Otome Game Heroine Is On The Run,japanese,3.7,20,3.1,6704,4650,1562,281,9273,6848
49216,"When I Was Job Hunting, I Was Asked by God To Establish a Country in Another World",japanese,3.8,5,93,11564,6036,2000,131,10988,8254
49222,Unscented Trajectory,korean,3.1,28,2.4,7030,2094,1716,400,8192,2841
49226,The Number “Six”,chinese,3.3,11,1,10013,2000,2000,98,11403,10413
49229,A Story About Being Nurtured By a Lolibaba Vampire And Making Out With Her,japanese,2.6,13,7.1,9002,3886,2000,293,9157,9731
49234,"What, So You Wanna Cancel The Engagement? Ah, whatever.",japanese,1,2,181,11885,2000,2000,84,11555,12390
49239,I Just Don’t Want To Die,chinese,3.8,12,15,10473,6151,2000,292,9167,4606
49242,My Mother Got Rich After Running With the Baby,chinese,3.3,16,6.9,9012,2782,5639,271,9394,7160
49245,Waiting For The Wind Warming Up To Kiss You,chinese,2,4,18,11794,2000,6928,139,10873,10742
49249,Welcome to the Dream World,chinese,3.8,9,30,11090,4741,3489,236,9775,9048
49253,"Are You Going to Break off the Engagement and Expel Me at the Same Time? ~I’m an Alchemist Who’s Endured Constant Harassment and Unfaithfulness, but I’m Going To Make a Fresh Start and Settle Down in the Frontier~",japanese,3.4,21,4.5,4726,3682,3057,584,6994,3918
49255,The Gold Master,chinese,3.6,9,18,10266,2728,2000,240,9719,9384
49257,Online Dating Boyfriend Is Actually An Alien,chinese,4.4,88,25,3618,2396,2125,1785,3519,383
49260,Yandere Girlfriend x Psychopathic Boyfriend ≒ Pure Love,japanese,3.7,15,15,10129,5947,5067,225,9875,5993
49263,The Boyfriend Return Policy,chinese,2.5,6,45,11418,2000,6928,169,10526,8258
49265,A Bunny Delinquent Should Hide His Tail,chinese,2.3,7,45,11367,2000,2000,211,10035,8564
49268,Fiery Female General: Wife Addict Evil Doctor,chinese,1,2,26.8,12045,2000,2000,53,11842,12408
49269,A Serious Person Who Writes A Diary,chinese,3.9,30,6.4,7549,6106,5639,529,7300,9239
49274,My Lady,korean,4.3,41,9.9,6382,832,2430,527,7306,5203
49277,"Master, May I Suck It Up?",korean,3.6,58,4.1,5331,1353,277,989,5252,702
49279,When The Terribly Unlucky Villainess Returns,korean,3.9,14,22.5,10362,2224,6928,422,8022,5610
49282,"One-way Friendship, Two-way Crush",chinese,3.8,23,2000,7613,6151,6928,243,9680,5551
49286,How Should I Tell the Boss That I Want a Divorce?,chinese,2.9,11,6.3,9161,5979,5639,339,8721,9527
49288,A Real Man Isn’t Afraid of a Little Demon,chinese,4.2,66,1,4162,1982,3389,982,5280,2045
49290,I Became a Heartthrob After A Job in Quick Transmigration,chinese,3.6,22,9.9,8116,3231,2664,537,7249,3271
49292,Please Leave The Sickly Villainess Alone,korean,3.8,17,22.3,8300,4222,3964,724,6282,3621
49303,Atelier Tycoon,korean,2.9,8,44,11355,2000,2000,224,9887,8567
49307,Senpai Boukenshasan ga Tasukete Kureru no de Kitto Daijoubu Nano Desu! Shinmai Boukensha no Nikki-chou,japanese,4.1,15,2.1,7461,1398,2054,344,8672,2679
49312,Survivor Saijaku no Ore wa Hazure skill “Faker” de Tenshina Kanojo to S rank wo Mezasu,japanese,3.7,19,2.6,5622,956,625,519,7365,839
49313,The Rebirth of the Violent Concubine: The Bright Moon Shields the West Building,chinese,3.5,6,21.7,10847,4839,2000,133,10965,9731
49315,It’s Not Easy To Be A Stand-In,chinese,4.1,14,11,8418,3258,6928,251,9593,9043
49317,The Obsessive Maniac Is Trying To Confine Me,korean,4.1,42,3.5,4422,449,305,1318,4411,366
49323,I’m Having Trouble With a High School Girl I Meet on the Commuter Train Who for Some Reason Has Taken a Liking to Me,japanese,3.8,26,1.7,5511,1093,1477,620,6809,1185
49328,The Flower of Youth Blooms when He Smiles,chinese,3.4,9,3.9,9775,2000,5067,266,9439,8869
49336,For My Husband’s New Wife,korean,3.9,17,17.4,9138,2601,3762,475,7639,4367
49338,Fierce “Husband”,chinese,2.9,27,2.2,6406,1394,1660,599,6913,1630
49339,I Possessed a Reverse Harem Novel,korean,4,27,16,8163,2336,4130,810,5867,3509
49341,The Maid Dreams Of The Sunset,korean,3.7,13,5.3,9690,2316,2818,293,9156,5867
49347,Please Let Go Of Me Now,korean,3.2,26,6.1,9226,6003,2746,509,7422,7976
49352,I’m just a Superman,chinese,2.5,6,3.5,10617,3518,1562,93,11459,6482
49357,Li’l Chubs,chinese,3.8,8,18.8,9190,2000,5639,148,10778,9383
49360,Marvel With Zanpakuto,chinese,2,25,0.9,6628,1418,987,219,9950,1444
49366,King’s Proposal,japanese,4.1,18,43,9253,2000,5067,317,8917,9931
49368,Who Are You?,chinese,3,12,2000,9432,2000,2000,156,10685,9725
49370,Dragon Ball: Creation x Destruction,chinese,2.8,12,2.8,7534,3462,2337,202,10137,1708
49371,I Reincarnated But Will Try To Live Without Using My Cheat Ability,japanese,3.4,23,0.5,3520,202,129,682,6514,195
49374,The Home of the Wings,japanese,1.8,4,42,11907,2000,2000,85,11544,6666
49376,The Princess Wants to Live,korean,4.1,13,7.7,8362,2000,5639,467,7704,6848
49380,Departure Gate No. 8,chinese,2.8,5,17.2,11644,2000,6928,136,10920,10585
49381,My Little One,chinese,4.1,30,15.2,8537,2000,6928,255,9549,6752
49384,The Prince Is Only Cold To Me,japanese,3.3,6,86,10848,2000,2000,114,11230,10434
49385,Cinderella’s Dream: Together Forever,chinese,2.1,7,5.5,10453,2000,2000,174,10471,9239
49390,Director of a Suspense Film,chinese,3.6,29,5.4,7988,3616,1359,539,7239,5306
49394,The Stepmother was Overturned,chinese,3.5,15,22,9182,2000,2000,281,9275,5801
49405,Became the Tyrant’s Pet,korean,4.1,16,28.3,9489,6044,3389,588,6966,6661
49408,Transmigrated into the Pastoral Scenery,chinese,2.8,12,85,8554,2000,1477,298,9105,8722
49411,Turned out I am a Scheming Little Cannon Fodder,chinese,3,27,28,7641,3130,2664,586,6984,4718
49423,Pianpian Does not Grow Up,chinese,2.4,9,10.5,10990,2000,3615,252,9578,8873
49428,Passerby Male Protagonist,chinese,3.8,41,4.1,4919,1673,2877,910,5500,3839
49435,The Russian Girl Sitting Next to Me Is a Kisser,japanese,3.2,22,1.7,4980,1450,1874,539,7240,1367
49436,Salted Fish Doesn’t Want To Work Hard Anymore,chinese,3.3,12,21,9794,2790,3964,417,8058,6483
49438,Soon To Die,chinese,3.7,13,28,9297,4118,4355,310,8987,8116
49442,Si Tian Guan,chinese,3.8,23,4.2,7718,1935,1956,537,7250,2585
49444,"Star Instructor, Master Baek",korean,4.1,16,8.6,9009,2164,5639,247,9632,6072
49447,I Don’t Want To Inherit A Feudal Estate So I’ll Just Throw Everything On My Brother And Live As I Please,japanese,3.5,16,5.9,8473,1506,581,250,9606,1600
49448,I’m Not in Love Yet,japanese,3.9,12,9.3,8404,4749,2020,298,9104,4173
49453,The Bittersweet Days of Our Youth,chinese,1.7,3,8.5,11898,2000,6928,92,11479,10965
49455,My Beloved Dog is the Strongest in Another World,japanese,4.2,28,1.7,4106,201,210,691,6471,235
49458,"When I Lent 500 Yen to a Friend, He Sent His Sister as Collateral, but What Should I Do? (LN)",japanese,4.2,22,20.3,9426,1861,4355,392,8257,7259
49460,The Section Chief Uncle Who’s a Former Transferee to Another World goes to Another World a Second Time,japanese,3.8,24,1,4375,288,251,694,6451,289
49462,365 Difficult Ways To Live,chinese,4,10,20.5,9706,2000,2000,182,10370,7848
49464,My Girlfriend From Turquoise Pond Requests My Help After My Millennium Seclusion,chinese,4.4,28,15,6626,1164,720,232,9815,12407
49466,Starting From Fooling the Elderly into Registering for a Cultivation Training Class,chinese,3.6,7,12.7,9542,6730,1459,73,11672,12404
49468,Cultivating in Online Games,chinese,3.8,22,9.3,8568,4179,6928,543,7213,10089
49470,Escape to Another World ~Winning in Modern Japan by Exploiting Travel to and From Another World~,japanese,4.2,5,27.3,11332,6116,5639,137,10904,9386
49471,Earned Favors,chinese,3.2,11,19,9901,395,2000,184,10353,9931
49478,The Great Sage Who Returned from Another World Wants to Live Quietly,japanese,3.4,21,8.2,6386,3566,2877,725,6276,2544
49484,Lord of Enigma,chinese,3.9,34,2.3,6332,1806,3389,285,9237,3445
49487,Dressed as the Cannon Fodder Ex-Wife of the Regent,chinese,3.8,34,3.1,6042,4232,3615,545,7200,7056
49493,Little Princess,chinese,3.3,43,16.2,7081,2159,1061,564,7094,2237
49495,Keyboard Warrior’s Overlord Husband,chinese,2.1,7,81,10867,2000,2000,113,11222,11017
49500,All Stars are My Gourmet Fans,chinese,3.8,16,5.3,8259,2000,3389,340,8708,4751
49502,Love History Caused by Willful Negligence,korean,4,15,3.6,9335,2902,1142,334,8759,4760
49503,Mayday Mayday Mayday,korean,3.7,12,9.1,9775,3047,3615,258,9514,7475
49505,What’s Mr. Huo Eating Today,chinese,4,18,5.2,9290,4250,3306,350,8619,5680
49518,Intoxicated,chinese,3.5,22,10.1,8391,2835,2877,396,8230,10090
49523,Please Kill Me,korean,3,8,20.3,11038,2000,3615,356,8567,10266
49533,The Imperial Concubine Just Wants To Be a Salted Fish Every Day,chinese,4.2,16,13.2,7600,4839,1491,349,8631,4274
49535,San Fu,chinese,4.3,21,10.5,9764,3469,3964,271,9394,6661
49543,The Hollow Regalia,japanese,3.7,15,13.3,9512,2000,2000,239,9731,9238
49551,Futsutsuka na Akujo de wa Gozaimasu ga ~Suuguu Chouso Torikae Den~,japanese,3,11,11.6,9572,2000,4355,222,9910,6071
49554,The Pearl on the Emperor’s Crown,chinese,4,23,4.8,8113,2000,2000,427,7986,3834
49557,The Fallen Merman,chinese,4,34,3.3,7187,2187,1061,755,6118,2929
49559,The Obsessive Shou Moves On,chinese,3.9,67,1,3956,728,437,1397,4257,694
49561,Delivery Man in Another World – The World’s Strongest Trucker,japanese,3.7,18,5.2,6578,1650,1857,408,8135,1623
49562,Going to Another World on Your Own! ～a Story That Begins With a Not-so-sweet Upbringing,japanese,3.4,21,1.2,3648,228,128,658,6634,169
49571,Would You Still Love Me If I Weren’t a VIP?,chinese,4.5,46,2000,7380,2000,3615,341,8700,9049
49578,The Dungeon’s S-Class Time-limited Lady,korean,3.9,8,26.7,11260,2000,5639,265,9452,10268
49582,I Didn’t Mean to Save The Villain,korean,3.5,16,8.8,8453,3685,3057,670,6575,3867
49584,Super Mothership,chinese,4,8,39,10085,2000,2000,106,11304,7722
49587,"Transmigrated as an Evil God, But My Believer’s Demon Army is on the Brink of Annihilation. What Should I Do?",japanese,3.6,12,26.3,10082,2000,5067,202,10138,7617
49589,The Tyrant Covets The S*ave,korean,3.5,19,4.7,7338,1705,2041,701,6412,2085
49591,"Girl, Your April Has Peach Blossoms",chinese,4.3,27,0.5,7753,2000,3306,236,9775,6483
49593,I Persuade People With Reason,chinese,4,22,4.5,8090,2574,6928,261,9492,7616
49605,"I’ve Been Devoting Myself To Helping My Sister, but I’m Quitting Today",japanese,3.4,21,3.3,6552,1504,798,333,8767,1175
49612,Be in Your Arms,chinese,3,5,15.8,9446,2000,4705,294,9145,5801
49613,"Duke, Please Fail!",korean,3.3,6,78,11504,2000,5639,235,9785,10411
49616,"The Case of a Salaryman Who Was Reincarnated Into an Otome Game ~I Have a Wife, so I’m Going Back to the Real World~",japanese,3,15,6.4,7837,6068,4355,312,8960,9932
49621,The Flower with a Sword,korean,2.3,6,12.8,11391,2000,4519,245,9655,6955
49626,"I, the Sacrifice, Somehow Killed the Evil God (LN)",japanese,3.4,8,78,11394,2000,2000,147,10790,9725
49634,Back to My Dad’s High School Days,chinese,4.3,31,8.2,6462,4751,3762,695,6448,6956
49636,Where is the Morality,chinese,3.2,18,4.6,6979,1392,945,502,7454,1842
49637,The Man Who Married a Tyrant,chinese,3.6,19,19.5,8075,4210,3157,565,7089,7980
49642,I Became a Fake Villain,korean,3.5,15,5.5,9382,2560,4705,579,7016,7846
49644,The White Necromancer,japanese,3.8,8,4.9,7336,6133,1593,366,8482,3448
49653,The Consequence of Judging Others by Appearance,chinese,4.6,39,4.7,5523,1825,539,739,6184,1734
49655,I’m Dating My Ex-girlfriend’s Daughter,japanese,3.2,41,4,5996,2597,939,424,8011,2332
49662,I am the Father of the Villain,chinese,4,44,15.2,5929,2426,1179,953,5371,4433
49665,Return of The Unrivaled Spear Knight,korean,3.7,30,1.7,5303,1472,1163,525,7324,1058
49670,Reborn in Konoha as the Anbu Torturer,chinese,3.1,28,1,5821,403,939,257,9522,1080
49672,The Prince Seduces Me With His Body,korean,3.4,13,5.3,8596,4118,1932,556,7146,3772
49674,Please Remember Me,korean,3.3,15,8.2,10135,2000,2000,280,9288,9532
49679,Chess Piece,chinese,3.1,14,25,9396,2482,2969,156,10685,10413
49684,Rebirth of the Little Lucky Star in the ‘80s,chinese,3,6,5,10795,4700,5639,251,9594,8117
49693,You’re A Liar,chinese,4.3,21,15,8279,3666,5639,419,8048,10266
49696,Flowers Are Bait,korean,3.7,19,8.4,7881,451,1936,420,8038,3054
49702,The Prime Minister’s Wife Is The Richest Woman,chinese,4.3,44,2.7,5084,1965,292,808,5877,838
49705,The Troublemaker Daughter of the Grand Duke Wants To Live Alone,korean,3.9,18,9.9,7690,4251,3157,706,6387,5747
49720,Her Highness Doesn’t Want to Work Hard Anymore,chinese,3.4,15,9.4,9262,6087,2000,238,9744,9727
49722,Abandoned Saintess and Demon S*ave,korean,3.2,10,25,9370,1178,3157,463,7745,6273
